Id,SalePrice
1461,11.658038366902513
1462,11.982290792828781
1463,12.120585061482661
1464,12.17671636527968
1465,12.121765268624184
1466,12.042490987478413
1467,12.065702366175334
1468,12.022276561281487
1469,12.083267673062625
1470,11.759424915008164
1471,12.107393909555302
1472,11.468261576494982
1473,11.471327880724111
1474,11.953235907282533
1475,11.735667386380666
1476,12.838457435294263
1477,12.437400393808705
1478,12.57197980865856
1479,12.557613286752337
1480,13.118389928769314
1481,12.707524942327051
1482,12.230753603698604
1483,12.029599329529207
1484,12.01073960562604
1485,12.08825012457973
1486,12.181467240546656
1487,12.777568898897579
1488,12.367564285048623
1489,12.210220526199151
1490,12.359898518620401
1491,12.146820642597334
1492,11.387580849514944
1493,12.114737735971422
1494,12.588101961058758
1495,12.540875786700429
1496,12.410624971663795
1497,12.110423741409512
1498,12.021762917993996
1499,11.980303674092617
1500,11.924735639972546
1501,12.101001269042904
1502,11.884845022289488
1503,12.562799475550857
1504,12.430988259159065
1505,12.349836762749888
1506,12.166616557027144
1507,12.386364049630426
1508,12.202516940160177
1509,12.031945433893831
1510,11.912938975200259
1511,11.895811221995288
1512,12.021572281637994
1513,11.80523901011319
1514,11.911718902316455
1515,12.161296863647895
1516,11.913507125739404
1517,11.986686312690832
1518,11.787809453828114
1519,12.268995082251873
1520,11.821186476179424
1521,11.838452104188079
1522,12.052056639201115
1523,11.660653486142731
1524,11.725907752381435
1525,11.699744412832842
1526,11.636869973476518
1527,11.549912148363147
1528,11.79203786955778
1529,11.915590098980172
1530,12.03337043452513
1531,11.582616746490633
1532,11.429238300473193
1533,11.87594563867787
1534,11.69990109458354
1535,11.9137933384409
1536,11.545717867178318
1537,11.031130232838875
1538,12.003488351368226
1539,12.18954387496952
1540,11.456763013133966
1541,11.862221937664048
1542,11.815660329936478
1543,12.28336862791495
1544,11.2500136788338
1545,11.562253465610596
1546,11.767632224473804
1547,11.84209090367882
1548,11.844377918872443
1549,11.62595444380921
1550,11.833859985841851
1551,11.630136783005222
1552,11.8253110240049
1553,11.949877105486943
1554,11.615625619131254
1555,12.047908896599687
1556,11.458323268046833
1557,11.57058343904177
1558,11.445349370798844
1559,11.325696506780742
1560,11.743482478293988
1561,11.775076894453894
1562,11.740563834238355
1563,11.70803325751459
1564,11.979972836222277
1565,11.873155580082722
1566,12.399997498681923
1567,11.23100859029678
1568,12.374789040395282
1569,11.846985521932849
1570,11.804279998415744
1571,11.673336727633334
1572,11.887508206465775
1573,12.344922792119576
1574,11.582289163284916
1575,12.318246254975907
1576,12.34838454552327
1577,12.125387810924172
1578,11.924493995231218
1579,11.904851800126504
1580,12.151430587318877
1581,11.9610848607262
1582,11.79482595791341
